mut,rec,seqLen,dualInf,rep,frag_type,seq_names,sim_pval,BC_KA_pval,aligned_start,aligned_end,aligned_length,seq1_begin,seq1_end,seq1_length,seq2_begin,seq2_end,seq2_length,num_poly,num_dif,total_diffs,mismatch_penalty,
0.001,1.00E-07,100,0.05,2,GI,seq_2;seq_59,0,5.10E-03,760,1680,921,760,1680,921,760,1680,921,158,0,39,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_10;seq_88,0.0001,6.24E-03,792,1625,834,792,1625,834,792,1625,834,145,0,42,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_2;seq_88,0.0001,6.43E-03,730,1625,896,730,1625,896,730,1625,896,152,0,40,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_57;seq_88,0.0001,6.43E-03,730,1625,896,730,1625,896,730,1625,896,152,0,40,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_3;seq_71,0.0001,6.65E-03,690,1563,874,690,1563,874,690,1563,874,148,0,41,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_8;seq_15,0.0001,7.01E-03,689,1680,992,689,1680,992,689,1680,992,168,0,36,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_8;seq_38,0.0001,7.01E-03,689,1680,992,689,1680,992,689,1680,992,168,0,36,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_29;seq_38,0.0001,7.01E-03,689,1680,992,689,1680,992,689,1680,992,168,0,36,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_9;seq_10,0.0001,7.21E-03,792,1656,865,792,1656,865,792,1656,865,151,0,40,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_3;seq_55,0.0001,7.76E-03,690,1680,991,690,1680,991,690,1680,991,167,0,36,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_3;seq_61,0.0001,7.76E-03,690,1680,991,690,1680,991,690,1680,991,167,0,36,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_10;seq_15,0.0001,8.86E-03,792,1680,889,792,1680,889,792,1680,889,153,0,39,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_10;seq_59,0.0001,8.86E-03,792,1680,889,792,1680,889,792,1680,889,153,0,39,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_38;seq_58,0.0001,9.04E-03,820,1680,861,820,1680,861,820,1680,861,149,0,40,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_3;seq_9,0.0001,9.50E-03,690,1656,967,690,1656,967,690,1656,967,165,0,36,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_8;seq_88,0.0001,9.89E-03,730,1625,896,730,1625,896,730,1625,896,152,0,39,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_62;seq_88,0.0001,9.89E-03,730,1625,896,730,1625,896,730,1625,896,152,0,39,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_22;seq_71,0.0001,1.01E-02,690,1563,874,690,1563,874,690,1563,874,148,0,40,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_38;seq_83,0.0001,1.02E-02,688,1680,993,688,1680,993,688,1680,993,169,0,35,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_8;seq_55,0.0001,1.12E-02,689,1680,992,689,1680,992,689,1680,992,168,0,35,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_8;seq_61,0.0001,1.12E-02,689,1680,992,689,1680,992,689,1680,992,168,0,35,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_29;seq_45,0.0001,1.12E-02,689,1680,992,689,1680,992,689,1680,992,168,0,35,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_3;seq_45,0.0001,1.24E-02,690,1680,991,690,1680,991,690,1680,991,167,0,35,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_3;seq_74,0.0001,1.24E-02,690,1680,991,690,1680,991,690,1680,991,167,0,35,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_22;seq_55,0.0001,1.24E-02,690,1680,991,690,1680,991,690,1680,991,167,0,35,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_22;seq_61,0.0001,1.24E-02,690,1680,991,690,1680,991,690,1680,991,167,0,35,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_57;seq_74,0.0001,1.24E-02,690,1680,991,690,1680,991,690,1680,991,167,0,35,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_3;seq_59,0.0001,1.24E-02,760,1680,921,760,1680,921,760,1680,921,158,0,37,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_29;seq_59,0.0001,1.24E-02,760,1680,921,760,1680,921,760,1680,921,158,0,37,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_2;seq_35,0.0001,1.38E-02,689,1615,927,689,1615,927,689,1615,927,157,0,37,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_58;seq_88,0.0001,1.50E-02,820,1625,806,820,1625,806,820,1625,806,141,0,41,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_28;seq_53,0.0001,1.50E-02,684,1462,779,684,1462,779,684,1462,779,141,0,41,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_9;seq_22,0.0001,1.51E-02,690,1656,967,690,1656,967,690,1656,967,165,0,35,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_55;seq_88,0.0001,1.52E-02,730,1625,896,730,1625,896,730,1625,896,152,0,38,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_57;seq_71,0.0001,1.54E-02,690,1563,874,690,1563,874,690,1563,874,148,0,39,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_2;seq_69,0.0001,1.54E-02,689,1553,865,689,1553,865,689,1553,865,148,0,39,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_38;seq_45,0.0001,1.69E-02,678,1680,1003,678,1680,1003,678,1680,1003,179,0,32,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_3;seq_69,0.0001,1.72E-02,690,1553,864,690,1553,864,690,1553,864,147,0,39,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_28;seq_69,0.0001,1.79E-02,689,1524,836,689,1524,836,689,1524,836,143,0,40,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_2;seq_55,0.0001,1.79E-02,689,1680,992,689,1680,992,689,1680,992,168,0,34,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_2;seq_61,0.0001,1.79E-02,689,1680,992,689,1680,992,689,1680,992,168,0,34,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_2;seq_78,0.0001,1.79E-02,689,1680,992,689,1680,992,689,1680,992,168,0,34,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_8;seq_45,0.0001,1.79E-02,689,1680,992,689,1680,992,689,1680,992,168,0,34,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_29;seq_55,0.0001,1.79E-02,689,1680,992,689,1680,992,689,1680,992,168,0,34,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_29;seq_61,0.0001,1.79E-02,689,1680,992,689,1680,992,689,1680,992,168,0,34,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_8;seq_59,0.0001,1.93E-02,760,1680,921,760,1680,921,760,1680,921,158,0,36,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_22;seq_59,0.0001,1.93E-02,760,1680,921,760,1680,921,760,1680,921,158,0,36,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_3;seq_78,0.0001,1.97E-02,690,1680,991,690,1680,991,690,1680,991,167,0,34,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_22;seq_45,0.0001,1.97E-02,690,1680,991,690,1680,991,690,1680,991,167,0,34,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_22;seq_74,0.0001,1.97E-02,690,1680,991,690,1680,991,690,1680,991,167,0,34,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_55;seq_57,0.0001,1.97E-02,690,1680,991,690,1680,991,690,1680,991,167,0,34,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_57;seq_61,0.0001,1.97E-02,690,1680,991,690,1680,991,690,1680,991,167,0,34,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_35;seq_55,0.0001,1.97E-02,679,1615,937,679,1615,937,679,1615,937,167,0,34,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_10;seq_45,0.0001,2.10E-02,792,1680,889,792,1680,889,792,1680,889,153,0,37,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_8;seq_35,0.0001,2.14E-02,689,1615,927,689,1615,927,689,1615,927,157,0,36,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_15;seq_69,0.0001,2.14E-02,680,1553,874,680,1553,874,680,1553,874,157,0,36,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_35;seq_54,0.0001,2.23E-02,679,1582,904,679,1582,904,679,1582,904,161,0,35,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_15;seq_88,0.0001,2.33E-02,730,1625,896,730,1625,896,730,1625,896,152,0,37,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_29;seq_88,0.0001,2.33E-02,730,1625,896,730,1625,896,730,1625,896,152,0,37,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_8;seq_69,0.0001,2.33E-02,689,1553,865,689,1553,865,689,1553,865,148,0,38,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_9;seq_55,0.0001,2.37E-02,685,1656,972,685,1656,972,685,1656,972,170,0,33,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_9;seq_57,0.0001,2.38E-02,690,1656,967,690,1656,967,690,1656,967,165,0,34,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_1;seq_38,0.0001,2.39E-02,689,1464,776,689,1464,776,689,1464,776,137,0,41,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_22;seq_69,0.0002,2.60E-02,690,1553,864,690,1553,864,690,1553,864,147,0,38,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_35;seq_38,0.0002,2.62E-02,682,1615,934,682,1615,934,682,1615,934,164,0,34,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_38;seq_69,0.0002,2.62E-02,682,1553,872,682,1553,872,682,1553,872,155,0,36,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_38;seq_53,0.0002,2.69E-02,689,1462,774,689,1462,774,689,1462,774,136,0,41,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_1;seq_53,0.0002,2.81E-02,686,1462,777,686,1462,777,686,1462,777,139,0,40,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_2;seq_53,0.0002,2.81E-02,686,1462,777,686,1462,777,686,1462,777,139,0,40,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_2;seq_74,0.0002,2.85E-02,689,1680,992,689,1680,992,689,1680,992,168,0,33,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_8;seq_78,0.0002,2.85E-02,689,1680,992,689,1680,992,689,1680,992,168,0,33,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_57;seq_59,0.0002,3.00E-02,760,1680,921,760,1680,921,760,1680,921,158,0,35,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_22;seq_78,0.0002,3.12E-02,690,1680,991,690,1680,991,690,1680,991,167,0,33,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_45;seq_57,0.0002,3.12E-02,690,1680,991,690,1680,991,690,1680,991,167,0,33,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_9;seq_83,0.0002,3.12E-02,688,1656,969,688,1656,969,688,1656,969,167,0,33,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_38;seq_61,0.0002,3.16E-02,685,1680,996,685,1680,996,685,1680,996,172,0,32,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_35;seq_88,0.0002,3.18E-02,730,1615,886,730,1615,886,730,1615,886,149,0,37,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_2;seq_71,0.0002,3.18E-02,689,1563,875,689,1563,875,689,1563,875,149,0,37,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_10;seq_55,0.0002,3.21E-02,792,1680,889,792,1680,889,792,1680,889,153,0,36,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_10;seq_61,0.0002,3.21E-02,792,1680,889,792,1680,889,792,1680,889,153,0,36,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_27;seq_88,0.0002,3.22E-02,786,1621,836,786,1621,836,786,1621,836,145,0,38,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_29;seq_35,0.0002,3.31E-02,689,1615,927,689,1615,927,689,1615,927,157,0,35,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_9;seq_62,0.0002,3.43E-02,689,1656,968,689,1656,968,689,1656,968,166,0,33,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_46;seq_88,0.0002,3.53E-02,792,1584,793,792,1584,793,792,1584,793,137,0,40,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_1;seq_9,0.0002,3.53E-02,689,1464,776,689,1464,776,689,1464,776,137,0,40,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_29;seq_69,0.0002,3.53E-02,689,1553,865,689,1553,865,689,1553,865,148,0,37,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_2;seq_33,0.0002,3.53E-02,828,1680,853,828,1680,853,828,1680,853,148,0,37,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_10;seq_46,0.0002,3.56E-02,689,1584,896,689,1584,896,689,1584,896,152,0,36,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_3;seq_35,0.0002,3.66E-02,690,1615,926,690,1615,926,690,1615,926,156,0,35,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_38;seq_78,0.0002,3.90E-02,682,1680,999,682,1680,999,682,1680,999,175,0,31,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_57;seq_69,0.0002,3.92E-02,690,1553,864,690,1553,864,690,1553,864,147,0,37,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_15;seq_23,0.0002,3.92E-02,835,1680,846,835,1680,846,835,1680,846,147,0,37,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_2;seq_54,0.0002,3.94E-02,689,1582,894,689,1582,894,689,1582,894,151,0,36,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_35;seq_71,0.0002,3.94E-02,687,1563,877,687,1563,877,687,1563,877,151,0,36,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_1;seq_95,0.0002,3.95E-02,690,1464,775,690,1464,775,690,1464,775,136,0,40,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_9;seq_53,0.0002,3.95E-02,689,1462,774,689,1462,774,689,1462,774,136,0,40,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_28;seq_35,0.0002,3.99E-02,689,1524,836,689,1524,836,689,1524,836,143,0,38,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_28;seq_38,0.0002,3.99E-02,689,1524,836,689,1524,836,689,1524,836,143,0,38,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_38;seq_42,0.0002,4.12E-02,689,1642,954,689,1642,954,689,1642,954,164,0,33,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_15;seq_83,0.0002,4.13E-02,688,1680,993,688,1680,993,688,1680,993,169,0,32,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_1;seq_88,0.0002,4.22E-02,730,1464,735,730,1464,735,730,1464,735,129,0,42,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_3;seq_54,0.0003,4.36E-02,690,1582,893,690,1582,893,690,1582,893,150,0,36,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_25;seq_38,0.0003,4.52E-02,689,1680,992,689,1680,992,689,1680,992,168,0,32,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_38;seq_98,0.0003,4.52E-02,689,1680,992,689,1680,992,689,1680,992,168,0,32,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_62;seq_74,0.0003,4.52E-02,689,1680,992,689,1680,992,689,1680,992,168,0,32,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_38;seq_59,0.0003,4.65E-02,760,1680,921,760,1680,921,760,1680,921,158,0,34,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_53;seq_88,0.0003,4.75E-02,730,1462,733,730,1462,733,730,1462,733,128,0,42,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_27;seq_38,0.0003,4.83E-02,786,1621,836,786,1621,836,786,1621,836,145,0,37,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_10;seq_74,0.0003,4.91E-02,792,1680,889,792,1680,889,792,1680,889,153,0,35,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_57;seq_78,0.0003,4.95E-02,690,1680,991,690,1680,991,690,1680,991,167,0,32,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_3;seq_95,0.0005,4.95E-02,686,1489,804,686,1489,804,686,1489,804,141,0,38,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_29;seq_53,0.0005,4.95E-02,684,1462,779,684,1462,779,684,1462,779,141,0,38,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_9;seq_12,0.0005,4.96E-02,729,1514,786,729,1514,786,729,1514,786,134,0,40,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_35;seq_62,0.0005,5.12E-02,689,1615,927,689,1615,927,689,1615,927,157,0,34,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_2;seq_95,0.0005,5.19E-02,690,1489,800,690,1489,800,690,1489,800,137,0,39,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_8;seq_95,0.0005,5.19E-02,690,1489,800,690,1489,800,690,1489,800,137,0,39,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_38;seq_95,0.0005,5.19E-02,690,1489,800,690,1489,800,690,1489,800,137,0,39,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_71;seq_95,0.0005,5.19E-02,690,1489,800,690,1489,800,690,1489,800,137,0,39,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_35;seq_46,0.0005,5.19E-02,792,1584,793,792,1584,793,792,1584,793,137,0,39,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_38;seq_46,0.0005,5.19E-02,792,1584,793,792,1584,793,792,1584,793,137,0,39,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_1;seq_15,0.0005,5.19E-02,689,1464,776,689,1464,776,689,1464,776,137,0,39,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_1;seq_69,0.0005,5.19E-02,689,1464,776,689,1464,776,689,1464,776,137,0,39,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_8;seq_33,0.0005,5.34E-02,828,1680,853,828,1680,853,828,1680,853,148,0,36,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_2;seq_62,0.0005,5.52E-02,686,1680,995,686,1680,995,686,1680,995,171,0,31,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_22;seq_35,0.0005,5.63E-02,690,1615,926,690,1615,926,690,1615,926,156,0,34,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_27;seq_71,0.0005,5.79E-02,786,1563,778,786,1563,778,786,1563,778,136,0,39,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_53;seq_69,0.0005,5.79E-02,689,1462,774,689,1462,774,689,1462,774,136,0,39,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_2;seq_23,0.0005,5.91E-02,835,1680,846,835,1680,846,835,1680,846,147,0,36,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_10;seq_23,0.0005,5.91E-02,835,1680,846,835,1680,846,835,1680,846,147,0,36,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_23;seq_58,0.0005,5.91E-02,835,1680,846,835,1680,846,835,1680,846,147,0,36,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_9;seq_58,0.0005,5.91E-02,820,1656,837,820,1656,837,820,1656,837,147,0,36,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_9;seq_28,0.0005,5.96E-02,689,1524,836,689,1524,836,689,1524,836,143,0,37,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_9;seq_38,0.0005,6.02E-02,685,1656,972,685,1656,972,685,1656,972,170,0,31,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_9;seq_74,0.0005,6.02E-02,685,1656,972,685,1656,972,685,1656,972,170,0,31,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_9;seq_54,0.0005,6.20E-02,685,1582,898,685,1582,898,685,1582,898,155,0,34,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_69;seq_74,0.0005,6.20E-02,682,1553,872,682,1553,872,682,1553,872,155,0,34,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_28;seq_88,0.0005,6.47E-02,730,1524,795,730,1524,795,730,1524,795,135,0,39,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_9;seq_42,0.0005,6.47E-02,689,1642,954,689,1642,954,689,1642,954,164,0,32,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_35;seq_74,0.0005,6.47E-02,682,1615,934,682,1615,934,682,1615,934,164,0,32,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_22;seq_54,0.0005,6.60E-02,690,1582,893,690,1582,893,690,1582,893,150,0,35,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_59;seq_88,0.0005,6.60E-02,760,1625,866,760,1625,866,760,1625,866,150,0,35,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_10;seq_35,0.0005,6.61E-02,792,1615,824,792,1615,824,792,1615,824,142,0,37,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_2;seq_83,0.0005,7.17E-02,689,1680,992,689,1680,992,689,1680,992,168,0,31,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_29;seq_74,0.0005,7.17E-02,689,1680,992,689,1680,992,689,1680,992,168,0,31,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_61;seq_62,0.0005,7.17E-02,689,1680,992,689,1680,992,689,1680,992,168,0,31,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_54;seq_69,0.0005,7.19E-02,679,1553,875,679,1553,875,679,1553,875,158,0,33,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_12;seq_35,0.0006,7.22E-02,729,1514,786,729,1514,786,729,1514,786,134,0,39,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_9;seq_27,0.0006,7.24E-02,786,1621,836,786,1621,836,786,1621,836,145,0,36,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_29;seq_71,0.0007,7.29E-02,689,1563,875,689,1563,875,689,1563,875,149,0,35,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_69;seq_83,0.0007,7.29E-02,688,1553,866,688,1553,866,688,1553,866,149,0,35,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_2;seq_58,0.0007,7.29E-02,820,1680,861,820,1680,861,820,1680,861,149,0,35,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_3;seq_58,0.0007,7.29E-02,820,1680,861,820,1680,861,820,1680,861,149,0,35,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_10;seq_58,0.0007,7.29E-02,820,1680,861,820,1680,861,820,1680,861,149,0,35,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_22;seq_95,0.0007,7.34E-02,686,1489,804,686,1489,804,686,1489,804,141,0,37,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_8;seq_53,0.0007,7.34E-02,684,1462,779,684,1462,779,684,1462,779,141,0,37,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_29;seq_95,0.0007,7.61E-02,690,1489,800,690,1489,800,690,1489,800,137,0,38,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_2;seq_46,0.0007,7.61E-02,792,1584,793,792,1584,793,792,1584,793,137,0,38,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_3;seq_46,0.0007,7.61E-02,792,1584,793,792,1584,793,792,1584,793,137,0,38,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_9;seq_46,0.0007,7.61E-02,792,1584,793,792,1584,793,792,1584,793,137,0,38,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_88;seq_95,0.0008,7.80E-02,730,1489,760,730,1489,760,730,1489,760,130,0,40,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_3;seq_83,0.0008,7.82E-02,690,1680,991,690,1680,991,690,1680,991,167,0,31,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_35;seq_78,0.0008,7.82E-02,679,1615,937,679,1615,937,679,1615,937,167,0,31,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_35;seq_42,0.0008,7.89E-02,689,1615,927,689,1615,927,689,1615,927,157,0,33,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_42;seq_69,0.0008,8.04E-02,689,1553,865,689,1553,865,689,1553,865,148,0,35,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_3;seq_33,0.0008,8.04E-02,828,1680,853,828,1680,853,828,1680,853,148,0,35,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_33;seq_57,0.0008,8.04E-02,828,1680,853,828,1680,853,828,1680,853,148,0,35,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_69;seq_88,0.0009,8.15E-02,730,1553,824,730,1553,824,730,1553,824,140,0,37,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_9;seq_88,0.0009,8.25E-02,730,1625,896,730,1625,896,730,1625,896,152,0,34,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_42;seq_88,0.0009,8.25E-02,730,1625,896,730,1625,896,730,1625,896,152,0,34,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_83;seq_88,0.0009,8.25E-02,730,1625,896,730,1625,896,730,1625,896,152,0,34,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_9;seq_25,0.0009,8.52E-02,689,1656,968,689,1656,968,689,1656,968,166,0,31,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_9;seq_98,0.0009,8.52E-02,689,1656,968,689,1656,968,689,1656,968,166,0,31,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_12;seq_67,0.0009,8.64E-02,808,1514,707,808,1514,707,808,1514,707,123,0,42,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_35;seq_57,0.0009,8.65E-02,690,1615,926,690,1615,926,690,1615,926,156,0,33,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_15;seq_28,0.0011,8.86E-02,689,1524,836,689,1524,836,689,1524,836,143,0,36,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_28;seq_71,0.0011,8.86E-02,689,1524,836,689,1524,836,689,1524,836,143,0,36,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_8;seq_23,0.0011,8.88E-02,835,1680,846,835,1680,846,835,1680,846,147,0,35,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_29;seq_54,0.0011,9.08E-02,689,1582,894,689,1582,894,689,1582,894,151,0,34,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_38;seq_71,0.0011,9.08E-02,687,1563,877,687,1563,877,687,1563,877,151,0,34,None,"
"
0.001,1.00E-07,100,0.05,2,GI,seq_3;seq_53,0.0011,9.43E-02,690,1462,773,690,1462,773,690,1462,773,135,0,38,None,"
"
